title,provider,subject,school,language,commitment_time,session,course_length(weeks),review count interval(강의시작일 + 강의수업길이 + 1분기<3개월>),review_count (from session start to the interval),total_review_count,total_review_average,pace,certification_available,url,level,price,,,
Machine Learning,Coursera,Machine Learning,Stanford University,English,5-7 hours a week,2015-11-30,11,2016-05-15,,194,4.793814433,In progress,Paid Certificate Available,https://www.class-central.com/mooc/835/coursera-machine-learning,null,null,,,
Machine Learning,Coursera,Machine Learning,Stanford University,English,5-7 hours a week,2015-11-02,11,2016-04-18,,194,4.793814433,In progress,Paid Certificate Available,https://www.class-central.com/mooc/835/coursera-machine-learning,null,null,,,
Machine Learning,Coursera,Machine Learning,Stanford University,English,5-7 hours a week,2015-10-05,11,2016-03-21,,194,4.793814433,In progress,Paid Certificate Available,https://www.class-central.com/mooc/835/coursera-machine-learning,null,null,,,
Machine Learning,Coursera,Machine Learning,Stanford University,English,5-7 hours a week,2015-09-18,11,2016-03-04,,194,4.793814433,In progress,Paid Certificate Available,https://www.class-central.com/mooc/835/coursera-machine-learning,null,null,,,
Machine Learning,Coursera,Machine Learning,Stanford University,English,5-7 hours a week,2015-03-19,11,2015-09-04,,194,4.793814433,In progress,Paid Certificate Available,https://www.class-central.com/mooc/835/coursera-machine-learning,null,null,,,
Machine Learning,Coursera,Machine Learning,Stanford University,English,5-7 hours a week,2015-01-19,11,2015-07-06,,194,4.793814433,In progress,Paid Certificate Available,https://www.class-central.com/mooc/835/coursera-machine-learning,null,null,,,
Machine Learning,Coursera,Machine Learning,Stanford University,English,5-7 hours a week,2014-09-22,11,2015-03-08,,194,4.793814433,In progress,Paid Certificate Available,https://www.class-central.com/mooc/835/coursera-machine-learning,null,null,,,
Machine Learning,Coursera,Machine Learning,Stanford University,English,5-7 hours a week,2014-06-16,11,2014-12-01,,194,4.793814433,In progress,Paid Certificate Available,https://www.class-central.com/mooc/835/coursera-machine-learning,null,null,,,
Machine Learning,Coursera,Machine Learning,Stanford University,English,5-7 hours a week,2014-03-03,11,2014-08-19,,194,4.793814433,In progress,Paid Certificate Available,https://www.class-central.com/mooc/835/coursera-machine-learning,null,null,,,
Machine Learning,Coursera,Machine Learning,Stanford University,English,5-7 hours a week,2013-10-14,11,2014-03-30,,194,4.793814433,In progress,Paid Certificate Available,https://www.class-central.com/mooc/835/coursera-machine-learning,null,null,,,
Machine Learning,Coursera,Machine Learning,Stanford University,English,5-7 hours a week,2013-04-22,11,2013-10-08,,194,4.793814433,In progress,Paid Certificate Available,https://www.class-central.com/mooc/835/coursera-machine-learning,null,null,,,
Machine Learning,Coursera,Machine Learning,Stanford University,English,5-7 hours a week,2012-08-20,11,2013-02-05,,194,4.793814433,In progress,Paid Certificate Available,https://www.class-central.com/mooc/835/coursera-machine-learning,null,null,,,
Machine Learning,Coursera,Machine Learning,Stanford University,English,5-7 hours a week,2012-04-23,11,2012-10-09,,194,4.793814433,In progress,Paid Certificate Available,https://www.class-central.com/mooc/835/coursera-machine-learning,null,null,,,
Machine Learning,Coursera,Machine Learning,Stanford University,English,5-7 hours a week,2011-10-01,11,2012-03-17,,194,4.793814433,In progress,Paid Certificate Available,https://www.class-central.com/mooc/835/coursera-machine-learning,null,null,,,
Marketing in a Digital World,Coursera,Marketing,University of Illinois at Urbana-Champaign,English,6-8 hours a week,2016-07-04,4,2016-11-01,,194,4.793814433,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/2750/coursera-marketing-in-a-digital-world,Beginner,null,,,
Marketing in a Digital World,Coursera,Marketing,University of Illinois at Urbana-Champaign,English,6-8 hours a week,2016-06-20,4,2016-10-18,,194,4.793814433,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/2750/coursera-marketing-in-a-digital-world,Beginner,null,,,
Marketing in a Digital World,Coursera,Marketing,University of Illinois at Urbana-Champaign,English,6-8 hours a week,2016-06-06,4,2016-10-04,,194,4.793814433,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/2750/coursera-marketing-in-a-digital-world,Beginner,null,,,
Marketing in a Digital World,Coursera,Marketing,University of Illinois at Urbana-Champaign,English,6-8 hours a week,2015-04-21,4,2015-08-19,,194,4.793814433,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/2750/coursera-marketing-in-a-digital-world,Beginner,null,,,
Marketing in a Digital World,Coursera,Marketing,University of Illinois at Urbana-Champaign,English,6-8 hours a week,2016-05-23,4,2016-09-20,,194,4.793814433,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/2750/coursera-marketing-in-a-digital-world,Beginner,null,,,
Marketing in a Digital World,Coursera,Marketing,University of Illinois at Urbana-Champaign,English,6-8 hours a week,2016-05-09,4,2016-09-06,,141,4.666666667,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/2750/coursera-marketing-in-a-digital-world,Beginner,null,,,
Marketing in a Digital World,Coursera,Marketing,University of Illinois at Urbana-Champaign,English,6-8 hours a week,2016-04-25,4,2016-08-23,,141,4.666666667,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/2750/coursera-marketing-in-a-digital-world,Beginner,null,,,
Marketing in a Digital World,Coursera,Marketing,University of Illinois at Urbana-Champaign,English,6-8 hours a week,2016-04-11,4,2016-08-09,,141,4.666666667,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/2750/coursera-marketing-in-a-digital-world,Beginner,null,,,
Marketing in a Digital World,Coursera,Marketing,University of Illinois at Urbana-Champaign,English,6-8 hours a week,2016-03-28,4,2016-07-25,,141,4.666666667,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/2750/coursera-marketing-in-a-digital-world,Beginner,null,,,
Marketing in a Digital World,Coursera,Marketing,University of Illinois at Urbana-Champaign,English,6-8 hours a week,2016-03-14,4,2016-07-11,,141,4.666666667,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/2750/coursera-marketing-in-a-digital-world,Beginner,null,,,
The Data Scientist’s Toolbox,Coursera,Data Analysis,Johns Hopkins University,English,1-4 hours a week,2016-06-27,4,2016-10-25,,141,4.666666667,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1712/coursera-the-data-scientist-s-toolbox,null,null,,,
The Data Scientist’s Toolbox,Coursera,Data Analysis,Johns Hopkins University,English,1-4 hours a week,2016-06-20,4,2016-10-18,,141,4.666666667,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1712/coursera-the-data-scientist-s-toolbox,null,null,,,
The Data Scientist’s Toolbox,Coursera,Data Analysis,Johns Hopkins University,English,1-4 hours a week,2016-06-13,4,2016-10-11,,141,4.666666667,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1712/coursera-the-data-scientist-s-toolbox,null,null,,,
The Data Scientist’s Toolbox,Coursera,Data Analysis,Johns Hopkins University,English,1-4 hours a week,2016-06-06,4,2016-10-04,,141,4.666666667,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1712/coursera-the-data-scientist-s-toolbox,null,null,,,
The Data Scientist’s Toolbox,Coursera,Data Analysis,Johns Hopkins University,English,1-4 hours a week,2016-05-30,4,2016-09-27,,141,4.666666667,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1712/coursera-the-data-scientist-s-toolbox,null,null,,,
The Data Scientist’s Toolbox,Coursera,Data Analysis,Johns Hopkins University,English,1-4 hours a week,2016-05-23,4,2016-09-20,,137,3.189781022,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1712/coursera-the-data-scientist-s-toolbox,null,null,,,
The Data Scientist’s Toolbox,Coursera,Data Analysis,Johns Hopkins University,English,1-4 hours a week,2016-05-16,4,2016-09-13,,137,3.189781022,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1712/coursera-the-data-scientist-s-toolbox,null,null,,,
The Data Scientist’s Toolbox,Coursera,Data Analysis,Johns Hopkins University,English,1-4 hours a week,2016-05-09,4,2016-09-06,,137,3.189781022,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1712/coursera-the-data-scientist-s-toolbox,null,null,,,
The Data Scientist’s Toolbox,Coursera,Data Analysis,Johns Hopkins University,English,1-4 hours a week,2016-05-02,4,2016-08-30,,137,3.189781022,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1712/coursera-the-data-scientist-s-toolbox,null,null,,,
The Data Scientist’s Toolbox,Coursera,Data Analysis,Johns Hopkins University,English,1-4 hours a week,2016-04-25,4,2016-08-23,,137,3.189781022,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1712/coursera-the-data-scientist-s-toolbox,null,null,,,
The Data Scientist’s Toolbox,Coursera,Data Analysis,Johns Hopkins University,English,1-4 hours a week,2016-04-18,4,2016-08-16,,137,3.189781022,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1712/coursera-the-data-scientist-s-toolbox,null,null,,,
The Data Scientist’s Toolbox,Coursera,Data Analysis,Johns Hopkins University,English,1-4 hours a week,2016-04-11,4,2016-08-09,,137,3.189781022,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1712/coursera-the-data-scientist-s-toolbox,null,null,,,
The Data Scientist’s Toolbox,Coursera,Data Analysis,Johns Hopkins University,English,1-4 hours a week,2016-04-04,4,2016-08-02,,137,3.189781022,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1712/coursera-the-data-scientist-s-toolbox,null,null,,,
The Data Scientist’s Toolbox,Coursera,Data Analysis,Johns Hopkins University,English,1-4 hours a week,2016-03-28,4,2016-07-25,,137,3.189781022,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1712/coursera-the-data-scientist-s-toolbox,null,null,,,
The Data Scientist’s Toolbox,Coursera,Data Analysis,Johns Hopkins University,English,1-4 hours a week,2016-03-21,4,2016-07-18,,137,3.189781022,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1712/coursera-the-data-scientist-s-toolbox,null,null,,,
The Data Scientist’s Toolbox,Coursera,Data Analysis,Johns Hopkins University,English,1-4 hours a week,2016-03-14,4,2016-07-11,,137,3.189781022,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1712/coursera-the-data-scientist-s-toolbox,null,null,,,
The Data Scientist’s Toolbox,Coursera,Data Analysis,Johns Hopkins University,English,1-4 hours a week,2016-03-07,4,2016-07-04,,137,3.189781022,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1712/coursera-the-data-scientist-s-toolbox,null,null,,,
The Data Scientist’s Toolbox,Coursera,Data Analysis,Johns Hopkins University,English,1-4 hours a week,2016-02-29,4,2016-06-28,,137,3.189781022,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1712/coursera-the-data-scientist-s-toolbox,null,null,,,
The Data Scientist’s Toolbox,Coursera,Data Analysis,Johns Hopkins University,English,1-4 hours a week,2016-02-22,4,2016-06-21,,137,3.189781022,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1712/coursera-the-data-scientist-s-toolbox,null,null,,,
The Data Scientist’s Toolbox,Coursera,Data Analysis,Johns Hopkins University,English,1-4 hours a week,2016-02-15,4,2016-06-14,,137,3.189781022,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1712/coursera-the-data-scientist-s-toolbox,null,null,,,
The Data Scientist’s Toolbox,Coursera,Data Analysis,Johns Hopkins University,English,1-4 hours a week,2016-02-08,4,2016-06-07,,137,3.189781022,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1712/coursera-the-data-scientist-s-toolbox,null,null,,,
The Data Scientist’s Toolbox,Coursera,Data Analysis,Johns Hopkins University,English,1-4 hours a week,2016-02-01,4,2016-05-29,,137,3.189781022,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1712/coursera-the-data-scientist-s-toolbox,null,null,,,
The Data Scientist’s Toolbox,Coursera,Data Analysis,Johns Hopkins University,English,1-4 hours a week,2016-01-18,4,2016-05-15,,137,3.189781022,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1712/coursera-the-data-scientist-s-toolbox,null,null,,,
The Data Scientist’s Toolbox,Coursera,Data Analysis,Johns Hopkins University,English,1-4 hours a week,2016-01-04,4,2016-05-01,,137,3.189781022,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1712/coursera-the-data-scientist-s-toolbox,null,null,,,
The Data Scientist’s Toolbox,Coursera,Data Analysis,Johns Hopkins University,English,1-4 hours a week,2015-06-22,4,2015-10-20,,137,3.189781022,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1712/coursera-the-data-scientist-s-toolbox,null,null,,,
